measure_id,measure_name,measure_format,filter_id,demographics,location_id,location_type,location_name,numerator,denominator,value,missing,missing_percentage,status,count,sum,sum_squares,minimum,maximum,standard_deviation,average,population,total_cases,median_household_income,num_full_time_prosecutors,total_num_law_enforcement_agencies
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA003,county,Allegheny,3298,8172,40.3573,0,0,OK,NA,NA,NA,NA,NA,NA,NA,1226933,73141,51366,6,98
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA005,county,Armstrong,86,187,45.9893,0,0,OK,NA,NA,NA,NA,NA,NA,NA,68614,3276,45241,NA,9
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA007,county,Beaver,179,601,29.7837,0,0,OK,NA,NA,NA,NA,NA,NA,NA,170382,10859,49217,8,29
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA009,county,Bedford,25,111,22.5225,0,0,OK,NA,NA,NA,NA,NA,NA,NA,49490,2397,43290,3,5
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA011,county,Berks,386,1631,23.6665,0,0,OK,NA,NA,NA,NA,NA,NA,NA,412078,20866,55170,30,43
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA013,county,Blair,516,1122,45.9893,0,0,OK,NA,NA,NA,NA,NA,NA,NA,126940,11610,42992,8,15
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA015,county,Bradford,10,123,8.1301,0,0,OK,NA,NA,NA,NA,NA,NA,NA,62624,4057,46963,4,8
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA017,county,Bucks,743,2780,26.7266,1,0.036,OK,NA,NA,NA,NA,NA,NA,NA,625977,34866,76555,27,41
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA019,county,Butler,223,592,37.6689,0,0,OK,NA,NA,NA,NA,NA,NA,NA,184535,10793,58230,6,13
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA021,county,Cambria,318,781,40.717,0,0,OK,NA,NA,NA,NA,NA,NA,NA,142448,9796,41730,1,28
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA023,county,Cameron,13,28,46.4286,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,5000,330,41410,0,2
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA025,county,Carbon,96,287,33.4495,0,0,OK,NA,NA,NA,NA,NA,NA,NA,65074,4060,48900,3,13
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA027,county,Centre,96,472,20.339,0,0,OK,NA,NA,NA,NA,NA,NA,NA,154460,7288,50336,8,4
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA029,county,Chester,297,1360,21.8382,0,0,OK,NA,NA,NA,NA,NA,NA,NA,503075,20967,86050,36,44
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA031,county,Clarion,44,152,28.9474,0,0,OK,NA,NA,NA,NA,NA,NA,NA,39720,2386,42389,2,6
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA033,county,Clearfield,68,232,29.3103,0,0,OK,NA,NA,NA,NA,NA,NA,NA,81536,4622,41030,4,9
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA035,county,Clinton,23,127,18.1102,0,0,OK,NA,NA,NA,NA,NA,NA,NA,39501,2185,42184,2,8
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA037,county,Columbia,47,157,29.9363,0,0,OK,NA,NA,NA,NA,NA,NA,NA,67021,3778,44807,1,11
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA039,county,Crawford,73,232,31.4655,0,0,OK,NA,NA,NA,NA,NA,NA,NA,88173,4733,42504,5,15
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA041,county,Cumberland,233,756,30.8201,0,0,OK,NA,NA,NA,NA,NA,NA,NA,237449,13507,60826,NA,21
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA043,county,Dauphin,457,1530,29.8693,0,0,OK,NA,NA,NA,NA,NA,NA,NA,269035,25973,54066,22,21
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA045,county,Delaware,662,2534,26.1247,0,0,OK,NA,NA,NA,NA,NA,NA,NA,559771,37474,64041,49,47
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA047,county,Elk,58,175,33.1429,0,0,OK,NA,NA,NA,NA,NA,NA,NA,31799,1740,45767,1,5
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA049,county,Erie,137,593,23.1029,0,0,OK,NA,NA,NA,NA,NA,NA,NA,280518,14962,45202,NA,13
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA051,county,Fayette,105,357,29.4118,0,0,OK,NA,NA,NA,NA,NA,NA,NA,136145,9210,39115,10,15
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA053,county,Forest,0,2,0,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,7696,366,36556,0,1
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA055,county,Franklin,251,788,31.8528,1,0.1267,OK,NA,NA,NA,NA,NA,NA,NA,150594,10857,52637,8,8
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA057,county,Fulton,23,91,25.2747,0,0,OK,NA,NA,NA,NA,NA,NA,NA,14779,1070,48461,1,2
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA059,county,Greene,20,80,25,0,0,OK,NA,NA,NA,NA,NA,NA,NA,38362,2262,44388,NA,4
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA061,county,Huntingdon,76,183,41.5301,0,0,OK,NA,NA,NA,NA,NA,NA,NA,45874,3017,44183,1,4
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA063,county,Indiana,133,345,38.5507,0,0,OK,NA,NA,NA,NA,NA,NA,NA,88404,5000,43997,4,7
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA065,county,Jefferson,29,107,27.1028,0,0,OK,NA,NA,NA,NA,NA,NA,NA,45015,2519,41262,2,6
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA067,county,Juniata,33,106,31.1321,0,0,OK,NA,NA,NA,NA,NA,NA,NA,24737,996,46163,NA,2
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA069,county,Lackawanna,77,482,15.9751,0,0,OK,NA,NA,NA,NA,NA,NA,NA,214275,12938,46044,14,22
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA071,county,Lancaster,361,1262,28.6054,0,0,OK,NA,NA,NA,NA,NA,NA,NA,523306,27281,56483,28,30
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA073,county,Lawrence,61,206,29.6117,0,0,OK,NA,NA,NA,NA,NA,NA,NA,90374,6068,43546,6,13
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA075,county,Lebanon,120,578,20.7612,0,0,OK,NA,NA,NA,NA,NA,NA,NA,134411,9146,54818,NA,8
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA077,county,Lehigh,159,909,17.4917,0,0,OK,NA,NA,NA,NA,NA,NA,NA,352068,25176,54923,NA,18
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA079,county,Luzerne,212,792,26.7677,0,0,OK,NA,NA,NA,NA,NA,NA,NA,320827,19022,44402,25,49
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA081,county,Lycoming,210,618,33.9806,0,0,OK,NA,NA,NA,NA,NA,NA,NA,116604,9235,45430,7,14
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA083,county,McKean,75,246,30.4878,0,0,OK,NA,NA,NA,NA,NA,NA,NA,43294,2708,41834,7,9
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA085,county,Mercer,55,236,23.3051,0,0,OK,NA,NA,NA,NA,NA,NA,NA,116059,8442,44301,9,12
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA087,county,Mifflin,92,253,36.3636,0,0,OK,NA,NA,NA,NA,NA,NA,NA,46698,2940,40384,1,2
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA089,county,Monroe,34,233,14.5923,0,0,OK,NA,NA,NA,NA,NA,NA,NA,168947,12520,57408,12,9
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA091,county,Montgomery,642,2702,23.7602,0,0,OK,NA,NA,NA,NA,NA,NA,NA,804621,43685,79183,30,48
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA093,county,Montour,10,41,24.3902,0,0,OK,NA,NA,NA,NA,NA,NA,NA,18379,911,51482,NA,2
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA095,county,Northampton,254,1066,23.8274,0,0,OK,NA,NA,NA,NA,NA,NA,NA,298439,14904,60097,NA,23
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA097,county,Northumberland,126,370,34.0541,0,0,OK,NA,NA,NA,NA,NA,NA,NA,94444,6016,41208,5,16
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA099,county,Perry,66,236,27.9661,0,0,OK,NA,NA,NA,NA,NA,NA,NA,45808,2632,57375,1,7
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA101,county,Philadelphia,4956,13157,37.6682,3,0.0228,OK,NA,NA,NA,NA,NA,NA,NA,1536704,262552,37192,NA,5
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA103,county,Pike,4,61,6.5574,0,0,OK,NA,NA,NA,NA,NA,NA,NA,57179,2533,59340,NA,7
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA105,county,Potter,12,48,25,0,0,OK,NA,NA,NA,NA,NA,NA,NA,17487,1101,41547,NA,6
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA107,county,Schuylkill,152,516,29.4574,0,0,OK,NA,NA,NA,NA,NA,NA,NA,147700,8900,45012,7,47
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA109,county,Snyder,17,106,16.0377,0,0,OK,NA,NA,NA,NA,NA,NA,NA,39711,1943,46513,1,5
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA111,county,Somerset,21,113,18.5841,0,0,OK,NA,NA,NA,NA,NA,NA,NA,77341,3141,43597,2,17
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA113,county,Sullivan,3,18,16.6667,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,6419,400,40964,1,1
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA115,county,Susquehanna,24,162,14.8148,0,0,OK,NA,NA,NA,NA,NA,NA,NA,42948,2364,48231,1,8
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA117,county,Tioga,16,69,23.1884,0,0,OK,NA,NA,NA,NA,NA,NA,NA,42267,1886,44187,2,12
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA119,county,Union,20,87,22.9885,0,0,OK,NA,NA,NA,NA,NA,NA,NA,44932,1633,48528,NA,7
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA121,county,Venango,36,191,18.8482,0,0,OK,NA,NA,NA,NA,NA,NA,NA,54590,3339,41977,NA,6
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA123,county,Warren,7,53,13.2075,0,0,OK,NA,NA,NA,NA,NA,NA,NA,41429,2430,43764,3,5
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA125,county,Washington,390,1043,37.3921,0,0,OK,NA,NA,NA,NA,NA,NA,NA,208047,14081,53693,10,24
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA127,county,Wayne,15,85,17.6471,0,0,OK,NA,NA,NA,NA,NA,NA,NA,52212,2141,49313,3,5
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA129,county,Westmoreland,561,1290,43.4884,1,0.0775,OK,NA,NA,NA,NA,NA,NA,NA,364090,20987,50736,23,34
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA131,county,Wyoming,25,93,26.8817,0,0,OK,NA,NA,NA,NA,NA,NA,NA,28177,1895,48482,2,7
35,Reconviction Rate: Probation,PERCENTAGE,1,all defendants,PA133,county,York,477,1892,25.2114,0,0,OK,NA,NA,NA,NA,NA,NA,NA,436339,34619,58745,28,22
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA,state,Pennsylvania,2496,11251,22.1847,288,2.4959,OK,NA,NA,NA,NA,NA,NA,NA,12731381,935686,52548,NA,NA
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA001,county,Adams,5,32,15.625,14,30.4348,EXCEEDS_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,101496,5154,59492,4,14
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA003,county,Allegheny,95,1396,6.8052,25,1.7593,OK,NA,NA,NA,NA,NA,NA,NA,1226933,73141,51366,6,98
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA005,county,Armstrong,6,44,13.6364,1,2.2222,OK,NA,NA,NA,NA,NA,NA,NA,68614,3276,45241,NA,9
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA007,county,Beaver,21,72,29.1667,4,5.2632,HIGH_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,170382,10859,49217,8,29
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA009,county,Bedford,9,19,47.3684,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,49490,2397,43290,3,5
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA011,county,Berks,100,493,20.284,0,0,OK,NA,NA,NA,NA,NA,NA,NA,412078,20866,55170,30,43
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA013,county,Blair,7,38,18.4211,1,2.5641,OK,NA,NA,NA,NA,NA,NA,NA,126940,11610,42992,8,15
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA015,county,Bradford,13,31,41.9355,1,3.125,OK,NA,NA,NA,NA,NA,NA,NA,62624,4057,46963,4,8
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA017,county,Bucks,113,407,27.7641,6,1.4528,OK,NA,NA,NA,NA,NA,NA,NA,625977,34866,76555,27,41
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA019,county,Butler,16,55,29.0909,0,0,OK,NA,NA,NA,NA,NA,NA,NA,184535,10793,58230,6,13
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA021,county,Cambria,23,47,48.9362,3,6,HIGH_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,142448,9796,41730,1,28
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA023,county,Cameron,2,4,50,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,5000,330,41410,0,2
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA025,county,Carbon,19,49,38.7755,1,2,OK,NA,NA,NA,NA,NA,NA,NA,65074,4060,48900,3,13
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA027,county,Centre,28,113,24.7788,0,0,OK,NA,NA,NA,NA,NA,NA,NA,154460,7288,50336,8,4
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA029,county,Chester,83,224,37.0536,3,1.3216,OK,NA,NA,NA,NA,NA,NA,NA,503075,20967,86050,36,44
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA031,county,Clarion,6,16,37.5,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,39720,2386,42389,2,6
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA033,county,Clearfield,18,31,58.0645,0,0,OK,NA,NA,NA,NA,NA,NA,NA,81536,4622,41030,4,9
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA035,county,Clinton,3,19,15.7895,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,39501,2185,42184,2,8
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA037,county,Columbia,11,46,23.913,0,0,OK,NA,NA,NA,NA,NA,NA,NA,67021,3778,44807,1,11
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA039,county,Crawford,8,36,22.2222,3,7.6923,HIGH_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,88173,4733,42504,5,15
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA041,county,Cumberland,24,92,26.087,0,0,OK,NA,NA,NA,NA,NA,NA,NA,237449,13507,60826,NA,21
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA043,county,Dauphin,59,284,20.7746,15,5.0167,HIGH_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,269035,25973,54066,22,21
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA045,county,Delaware,408,1235,33.0364,22,1.7502,OK,NA,NA,NA,NA,NA,NA,NA,559771,37474,64041,49,47
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA047,county,Elk,2,17,11.7647,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,31799,1740,45767,1,5
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA049,county,Erie,25,101,24.7525,4,3.8095,OK,NA,NA,NA,NA,NA,NA,NA,280518,14962,45202,NA,13
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA051,county,Fayette,38,116,32.7586,17,12.782,EXCEEDS_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,136145,9210,39115,10,15
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA053,county,Forest,1,2,50,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,7696,366,36556,0,1
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA055,county,Franklin,18,61,29.5082,4,6.1538,HIGH_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,150594,10857,52637,8,8
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA057,county,Fulton,2,3,66.6667,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,14779,1070,48461,1,2
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA059,county,Greene,2,5,40,1,16.6667,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,38362,2262,44388,NA,4
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA061,county,Huntingdon,3,14,21.4286,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,45874,3017,44183,1,4
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA063,county,Indiana,3,57,5.2632,2,3.3898,OK,NA,NA,NA,NA,NA,NA,NA,88404,5000,43997,4,7
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA065,county,Jefferson,1,9,11.1111,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,45015,2519,41262,2,6
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA067,county,Juniata,2,12,16.6667,1,7.6923,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,24737,996,46163,NA,2
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA069,county,Lackawanna,49,120,40.8333,4,3.2258,OK,NA,NA,NA,NA,NA,NA,NA,214275,12938,46044,14,22
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA071,county,Lancaster,16,88,18.1818,1,1.1236,OK,NA,NA,NA,NA,NA,NA,NA,523306,27281,56483,28,30
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA073,county,Lawrence,9,32,28.125,0,0,OK,NA,NA,NA,NA,NA,NA,NA,90374,6068,43546,6,13
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA075,county,Lebanon,36,85,42.3529,0,0,OK,NA,NA,NA,NA,NA,NA,NA,134411,9146,54818,NA,8
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA077,county,Lehigh,102,236,43.2203,1,0.4219,OK,NA,NA,NA,NA,NA,NA,NA,352068,25176,54923,NA,18
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA079,county,Luzerne,28,111,25.2252,2,1.7699,OK,NA,NA,NA,NA,NA,NA,NA,320827,19022,44402,25,49
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA081,county,Lycoming,22,81,27.1605,4,4.7059,OK,NA,NA,NA,NA,NA,NA,NA,116604,9235,45430,7,14
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA083,county,McKean,6,24,25,1,4,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,43294,2708,41834,7,9
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA085,county,Mercer,9,27,33.3333,1,3.5714,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,116059,8442,44301,9,12
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA087,county,Mifflin,5,29,17.2414,1,3.3333,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,46698,2940,40384,1,2
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA089,county,Monroe,45,97,46.3918,8,7.619,HIGH_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,168947,12520,57408,12,9
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA091,county,Montgomery,186,686,27.1137,15,2.1398,OK,NA,NA,NA,NA,NA,NA,NA,804621,43685,79183,30,48
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA093,county,Montour,4,8,50,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,18379,911,51482,NA,2
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA095,county,Northampton,67,199,33.6683,1,0.5,OK,NA,NA,NA,NA,NA,NA,NA,298439,14904,60097,NA,23
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA097,county,Northumberland,6,29,20.6897,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,94444,6016,41208,5,16
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA099,county,Perry,21,41,51.2195,2,4.6512,OK,NA,NA,NA,NA,NA,NA,NA,45808,2632,57375,1,7
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA101,county,Philadelphia,479,3233,14.816,36,1.1013,OK,NA,NA,NA,NA,NA,NA,NA,1536704,262552,37192,NA,5
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA103,county,Pike,16,24,66.6667,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,57179,2533,59340,NA,7
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA105,county,Potter,8,16,50,2,11.1111,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,17487,1101,41547,NA,6
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA107,county,Schuylkill,31,91,34.0659,3,3.1915,OK,NA,NA,NA,NA,NA,NA,NA,147700,8900,45012,7,47
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA109,county,Snyder,2,11,18.1818,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,39711,1943,46513,1,5
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA111,county,Somerset,6,27,22.2222,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,77341,3141,43597,2,17
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA113,county,Sullivan,3,7,42.8571,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,6419,400,40964,1,1
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA115,county,Susquehanna,1,6,16.6667,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,42948,2364,48231,1,8
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA117,county,Tioga,0,6,0,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,42267,1886,44187,2,12
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA119,county,Union,3,4,75,1,20,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,44932,1633,48528,NA,7
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA121,county,Venango,11,19,57.8947,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,54590,3339,41977,NA,6
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA123,county,Warren,9,20,45,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,41429,2430,43764,3,5
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA125,county,Washington,18,110,16.3636,9,7.563,HIGH_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,208047,14081,53693,10,24
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA127,county,Wayne,14,35,40,0,0,OK,NA,NA,NA,NA,NA,NA,NA,52212,2141,49313,3,5
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA129,county,Westmoreland,33,154,21.4286,12,7.2289,HIGH_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,364090,20987,50736,23,34
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA131,county,Wyoming,2,18,11.1111,0,0,INSUFFICIENT_DATA_UNFILT,NA,NA,NA,NA,NA,NA,NA,28177,1895,48482,2,7
41,Drug Possession Convictions Sentenced to Jail,PERCENTAGE,1,all defendants,PA133,county,York,75,397,18.8917,56,12.362,EXCEEDS_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,436339,34619,58745,28,22
102,Cases with Monetary Bail Equivalent to $500 or Less,PERCENTAGE,1,all defendants,PA,state,Pennsylvania,79914,344899,23.1703,27020,7.265,HIGH_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,12731381,935686,52548,NA,NA
102,Cases with Monetary Bail Equivalent to $500 or Less,PERCENTAGE,1,all defendants,PA001,county,Adams,279,1603,17.4049,240,13.0222,EXCEEDS_MISSING_UNFILT,NA,NA,NA,NA,NA,NA,NA,101496,5154,59492,4,14
